Flow Key,Flow Name,Amount,Unit,Categories,Type,Category,Mass_Equivalent_kg,Energy_Equivalent_MJ,Water_Mass_Equivalent_kg,kg_Factor,MJ_Factor,kg_water_factor,Mass_Water_Equivalent_kg
"('ecoinvent-3.12-biosphere', '822671bf-a774-41bb-a0ff-681e6a1adca3')",Imidacloprid,4.1482407691743674e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.1482407691743674e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', '41067ac7-bf36-47ef-a19f-683d9b758a28')",Hexane,2.5591411991149837e-05,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.5591411991149837e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7d685caf-34cf-5466-b048-6841a368dcee')",Tepraloxydim,9.412140566387471e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),9.412140566387471e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2668faa0-1e97-513e-9333-684814cf181b')",Simazine,4.2312224138988484e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.2312224138988484e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b8d738ce-98cd-4487-88f9-686209bd1376')",Fluorine,7.298183649632185e-08,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),7.298183649632185e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '98c66fdb-091d-46e9-a533-686f821e8f6a')",Propane,6.445572758825427e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),6.445572758825427e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f73177d8-5e57-4f0d-ba34-6889cfdfed40')",Tin ion,9.678906473431238e-09,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),9.678906473431238e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '50eebfd4-1b99-45d6-a149-68a6d4568cb4')",Cloquintocet-mexyl,-4.3774835742104966e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.3774835742104966e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2f052025-4072-4d8e-b22d-68d50bfb260c')",Pentane,3.847058932321773e-05,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.847058932321773e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e7f7fd97-a1c8-4be9-8a21-68ef06437d20')",Formic acid,3.086429905625064e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.086429905625064e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '754028fd-e650-4804-922e-694a764ba578')",Tetrachloroethylene,-2.724415200906603e-10,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.724415200906603e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fc2371dc-5bff-41f6-a155-697fbf727b56')",Silicon,4.2221431644389036e-05,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.2221431644389036e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ef6afe08-6ffb-402f-bb61-6984d3f9a81a')",Trifloxystrobin,1.0586730177108428e-14,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.0586730177108428e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e3e8f6a2-c45e-4685-9859-698b2eadaf5b')",Acetaldehyde,1.0512521778274589e-07,kilogram,"('air',)",emission,Waste Emissions (W),1.0512521778274589e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '59542265-cf1b-4ad9-8477-699179fe2b2b')",Magnesium,4.743082002841667e-08,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),4.743082002841667e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5d615a38-6d0a-4f3a-8973-69b333b6e814')","Occupation, cropland fallow (non-use)",-3.3707706743020623e-07,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '5d830756-4153-4cc9-ade4-69f8c19e150f')","Oils, unspecified",0.00025606056474391056,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),0.00025606056474391056,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd3260d0e-8203-4cbb-a45a-6a13131a5108')","NMVOC, non-methane volatile organic compounds",0.00012095080989810184,kilogram,"('air',)",emission,Waste Emissions (W),0.00012095080989810184,,,1.0,,,
"('ecoinvent-3.12-biosphere', '42aa440b-a759-51af-beb6-6a249440025c')",Amisulbrom,1.0201689857816599e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.0201689857816599e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ae2978fb-d07c-58aa-b9d9-6a2ad653742a')",Ethofumesate,4.1449109581878724e-17,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),4.1449109581878724e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f8199e39-7354-44ad-92d8-6a2cc3bac24e')",Barium II,1.0240589824516201e-07,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.0240589824516201e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2e2a9226-1d5a-4adf-aa0f-6a4b9499e8d7')",Ethylamine,1.4613051743823451e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.4613051743823451e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e64254e3-07d3-4330-b6de-6a858f108124')",Acetylene,4.0825867949857496e-10,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.0825867949857496e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1488af24-d11e-57bc-9d5f-6a9de5b121c7')",Pyroxsulam,2.1327428064211278e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.1327428064211278e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '737c3221-1456-4c6b-8605-6ac00dc88b2e')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",3.0235274415003544e-12,kilogram,"('water',)",emission,Waste Emissions (W),3.0235274415003544e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7ee1a767-185e-444b-913d-6acbfdbab3bd')",Dimethyl malonate,4.7389596084954974e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.7389596084954974e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '92239067-b6f3-419f-b0ff-6ae67a804deb')",Pendimethalin,5.713227552960914e-17,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),5.713227552960914e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e7881581-21b3-4f5c-bd63-6b0684b5e712')",Chromium III,-2.3556155272585455e-07,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.3556155272585455e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '496f5423-c2fa-5a19-9f2c-6b0a4f010dd4')",Diquat dibromide,8.56905024075168e-11,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),8.56905024075168e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '070f9c6e-584d-40ed-8b07-6b1f7f75dd3f')",Strontium II,-1.2855225038073545e-06,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.2855225038073545e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'feb606a8-c259-4169-9652-6b38467739f7')",Amidosulfuron,1.1617836536342876e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.1617836536342876e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '516606eb-99f6-4e8c-b99a-6b439aaed48c')",Pentane,1.0305245414506505e-07,kilogram,"('air',)",emission,Waste Emissions (W),1.0305245414506505e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b81c5c51-5ec9-4b6b-b8c0-6b4d385b1439')",Chlormequat chloride,1.1011398244263322e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.1011398244263322e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4764f5f1-69bc-4ebb-b7c6-6b54c251056e')",Sodium formate,3.297441321805505e-12,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.297441321805505e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c7869c43-266c-429d-bfd5-6b578ed32ce8')","Transformation, from annual crop, non-irrigated, extensive",3.647365894062062e-07,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '14de323f-9e2d-4beb-b28e-6b93bae98da8')","Transformation, to inland waterbody, unspecified",1.1409592156619416e-10,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3')",Boron,1.3304349209228154e-09,kilogram,"('air',)",emission,Waste Emissions (W),1.3304349209228154e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fed18945-b0e0-47a4-8fa0-6bc99c3c512a')",Polychlorinated biphenyls,2.0260465237089162e-14,kilogram,"('water',)",emission,Waste Emissions (W),2.0260465237089162e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4faa4d31-ffc8-4b5a-bdbc-6bda84133793')",Benzo(ghi)perylene,3.5667473125804835e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.5667473125804835e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e732d6dc-d502-4e03-8a5e-6c2644136b5f')",Ethephon,3.628732457537805e-16,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),3.628732457537805e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fe65f7e4-ee5b-4a6f-9d60-6c2f829dca3f')",Benzaldehyde,4.0076493352507636e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.0076493352507636e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '17a98e7f-a8fd-431d-9bb6-6c4bf3fc5517')","Hydrocarbons, aliphatic, alkanes, unspecified",-2.4819518851830473e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.4819518851830473e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '289bb9d2-e074-5961-bca8-6ca26bc7257c')",Cyprodinil,-1.6984639603848027e-18,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.6984639603848027e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '05136060-b6a6-4383-ae42-6ca90aeec59a')","2,4-DB",-1.0778637970053309e-16,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.0778637970053309e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7ab9afec-40e0-41b0-82b1-6cb15c84e949')",Sulfentrazone,1.9913325706407693e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.9913325706407693e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5e2e1740-1bb9-4157-b816-6cb5aa006437')",Trifluoromethane,4.2699826899879666e-08,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.2699826899879666e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b301fa9a-ba60-4eac-8ccc-6ccbdf099b35')",Hydrogen,9.697698851918037e-05,kilogram,"('air',)",emission,Waste Emissions (W),9.697698851918037e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4291a171-306d-5436-bb5c-6d128908611c')",Flufenacet,2.299279530278593e-16,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.299279530278593e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '73b26c10-3c57-4732-8a36-6d1d98d6c925')",Potassium I,2.1430662365824688e-07,kilogram,"('soil',)",emission,Waste Emissions (W),2.1430662365824688e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '57117e3c-15aa-4b4d-b953-6d33986aa5aa')",Calcium II,0.00013330994109705222,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),0.00013330994109705222,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'dfe1da1e-7756-4f7e-a393-6d5e2342a962')",Tetrafluoromethane,9.101327223798802e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),9.101327223798802e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '494eb62d-3e16-4a81-b344-6d6dfd9fd4e2')",Bromochlorodifluoromethane,1.9642429844725944e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.9642429844725944e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7ae3e6e8-75e6-4566-b18f-6d848086c4e5')",Fluoride,0.0001567013015258302,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),0.0001567013015258302,,,1.0,,,
"('ecoinvent-3.12-biosphere', '16d8a28a-bf21-46ff-ae18-6da39e53fa17')",Sulfur,0.0006166382940200628,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),0.0006166382940200628,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1653bf60-f682-4088-b02d-6dc44eae2786')",Potassium I,0.005923704777411699,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),0.005923704777411699,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cf791833-26bc-5207-a9bd-6ddcd8ac7625')",Samarium,1.0683937730156113e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),1.0683937730156113e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3563bb9d-4020-4635-890b-6de95036911f')",Fluazifop-P-butyl,6.034782497350188e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),6.034782497350188e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5ac2254e-6b60-45f5-a700-6e0b93f411c8')",Sulfur,1.257887094499738e-08,kilogram,"('water',)",emission,Waste Emissions (W),1.257887094499738e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '86a36e82-82d0-51cb-a563-6e3f7b5c1ae5')",Pentachlorophenol,7.816055100806004e-12,kilogram,"('water',)",emission,Waste Emissions (W),7.816055100806004e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd4f71fc2-2fb6-4d80-b3cd-6e4f197a114f')",Ozone,2.8031648580983025e-12,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.8031648580983025e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2716807d-0266-48ff-bb7a-6e6c5fbfd5c5')",Dichloromethane,1.6498711186300975e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.6498711186300975e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cf324a50-c79e-5cc6-bfe4-6e8ae9674568')",Tribenuron,9.338331651093642e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.338331651093642e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '979e644a-5b00-4232-a774-6ea6d70d17e5')",Phenoxy compounds,8.214552034602467e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.214552034602467e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '88cde01c-df69-40bb-9b14-6eac71bea5b8')",Copper ion,9.761173417212002e-08,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),9.761173417212002e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '45afb543-bc53-471e-8fc9-6ed3a5775071')",Bromine,6.243886147139794e-10,kilogram,"('soil',)",emission,Waste Emissions (W),6.243886147139794e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '15057e97-7b47-405e-8222-6ed5cf4e0087')",Terbufos,2.9130690400499495e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.9130690400499495e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'dd1bbaa1-d1f1-4584-aeb2-6f02bfb04e87')",Cadmium II,6.739051191688069e-17,kilogram,"('air', 'lower stratosphere + upper troposphere')",emission,Waste Emissions (W),6.739051191688069e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bd7b7cdb-34ff-422c-b994-6f0fe77a901f')","Chlorides, unspecified",8.855447667840568e-06,kilogram,"('water',)",emission,Waste Emissions (W),8.855447667840568e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a5634f8a-d2f3-4e9a-8ee5-6f11234b9b1e')",Ethyl benzene,3.0025110293545803e-07,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),3.0025110293545803e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '11a2a7b1-ab2f-47b8-9e29-6f33d5207fa6')",Gypsum,0.00037963209316803066,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.00037963209316803066,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1c51a129-9696-56e5-b18a-6f59edf07270')",Bicyclopyrone,9.27888507856367e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),9.27888507856367e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7281e969-1660-5021-b36c-6f7ca38c6fac')",Isoxaflutole,-1.7520468124750526e-19,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.7520468124750526e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f6b617b4-6ebd-5cc2-b2ea-6f91268468ff')",Mecoprop-P,1.3431237023255255e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.3431237023255255e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7bdab722-11d0-4c42-a099-6f9ed510a44a')",Magnesium,0.0008820623836398992,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),0.0008820623836398992,,,1.0,,,
"('ecoinvent-3.12-biosphere', '89951b1a-9b6b-4bc7-82fc-6fc263e91936')",Diethyl ether,-2.3513694742497132e-17,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.3513694742497132e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5e13c2ab-5466-4ff5-816d-702dfdf25f76')",Benzo(a)pyrene,4.994042339513767e-10,kilogram,"('air',)",emission,Waste Emissions (W),4.994042339513767e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4239278c-5559-4b0d-80fc-702f6d8de310')",Naphthalene,3.9833169620704845e-08,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.9833169620704845e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c86da9b0-3831-51d5-9869-7041d004fb28')",Chlorantraniliprole,2.0159855837114721e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.0159855837114721e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', '23cb10a4-6228-4ce4-9fb5-7043bc31faec')",Nickel II,4.095592245035375e-09,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),4.095592245035375e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b0c3054b-6d71-42b1-8575-704c4d049180')",Phosphoric acid,2.5680476439234708e-17,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.5680476439234708e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3bbc78d0-08c4-48ef-a863-704e32fddcb3')",Hexane,-6.941689459351445e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),6.941689459351445e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '79a87f98-0b00-4e7e-86f8-70667307f696')",2-Methyl-2-butene,1.6116446758003193e-15,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.6116446758003193e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '31417daa-cd7a-4920-9c73-708b68d494ad')","Water, in air",1.0519750097913078e-06,cubic meter,"('natural resource', 'in air')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '7bc38f8d-e510-5f24-8025-709281a5cda7')",Fluazinam,3.7261417898797243e-14,kilogram,"('water',)",emission,Waste Emissions (W),3.7261417898797243e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6dac5d3e-e287-5a8d-a390-7115877e3a3e')",Difenoconazole,3.812494139392327e-15,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),3.812494139392327e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4d54a415-82d7-49ac-88e1-712bd0009363')",Selenium IV,-6.878564207439936e-07,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),6.878564207439936e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0439006b-56aa-5976-9ea9-71303cdf0f3d')",Phenmedipham,9.782614371192393e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),9.782614371192393e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2b8a0f87-bd2a-4b10-8dd9-714487f59fc9')","Occupation, grassland, natural (non-use)",3.757972277734399e-05,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '195e0a29-e62d-47fc-b1f6-7155939e2b25')",Pendimethalin,9.024989795772671e-15,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),9.024989795772671e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f16fa1da-e426-4820-bf9d-71595c22283b')",Calcium II,-0.000348505884743098,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),0.000348505884743098,,,1.0,,,
"('ecoinvent-3.12-biosphere', '41cce80a-82c1-4caa-b6ef-718ec4b83fd6')",Ethyl acetate,8.224790178568965e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),8.224790178568965e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5ce634de-b810-4533-9efb-719c38fe7c09')",Dissolved solids,1.2112988602792215e-11,kilogram,"('water',)",emission,Waste Emissions (W),1.2112988602792215e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e40fb8b9-a290-44df-9d22-71a164f0c2d9')",m-Xylene,1.34933205817867e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.34933205817867e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '876d4bb6-badc-4d04-a193-71b68e908737')",Ethephon,4.406115652067155e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.406115652067155e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '94007b78-83a2-5b31-a0d6-71c3c950182f')",Glyphosate,1.0724088183159279e-10,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.0724088183159279e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ffd4a2ad-2e43-59e8-a575-71dc22e8cca1')",Flupyrsulfuron-methyl sodium,8.202912308286662e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.202912308286662e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2a7b68ff-f12a-44c6-8b31-71ec91d29889')",Tin ion,5.645656046248407e-08,kilogram,"('air',)",emission,Waste Emissions (W),5.645656046248407e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7294c36c-23c3-5213-a742-71ed9340e16d')",Monopotassium phosphite,2.465387674893532e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.465387674893532e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '48fececf-9b55-408d-9782-72057c79effe')",Propylene oxide,2.14085369369058e-09,kilogram,"('water',)",emission,Waste Emissions (W),2.14085369369058e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7d3f7498-3596-478a-9fa1-72201ef94082')",Molybdenum VI,2.985451280019256e-07,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),2.985451280019256e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '915a694a-7606-5aaa-9d1b-72297d842352')",Alpha-cypermethrin,2.2702350137982697e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.2702350137982697e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f7eca11f-546f-4712-ad80-724254685596')",Mercury II,5.9376972290787634e-12,kilogram,"('soil',)",emission,Waste Emissions (W),5.9376972290787634e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '63974d2c-11f3-45eb-be9c-726261b04d85')",Phenol,6.495229989644793e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),6.495229989644793e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f21b8022-f20d-4752-8cd6-728f56cf9c43')","PAH, polycyclic aromatic hydrocarbons",6.224249555472036e-11,kilogram,"('water',)",emission,Waste Emissions (W),6.224249555472036e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '15742e1a-1434-5cce-8912-72bac6e7b60a')",Carbendazim,5.518319404782034e-11,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.518319404782034e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9ec076d9-6d9f-4a0b-9851-730626ed4319')",Oxygen,0.0010101598182340628,kilogram,"('air',)",emission,Waste Emissions (W),0.0010101598182340628,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4c1ecb5f-c2b7-59fe-91ff-732f37002767')",Mesosulfuron,1.1448629462173708e-17,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.1448629462173708e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fb8c01dd-00f5-52fb-8bce-73385c4f8c96')",Pymetrozine,1.6490157139253128e-15,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.6490157139253128e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '082903e4-45d8-4078-94cb-736b15279277')","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",2.5642800048454584e-13,kilogram,"('air',)",emission,Waste Emissions (W),2.5642800048454584e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3c2c7db5-9b80-41c0-a608-737ac4f85e8d')",Acetone cyanohydrin,1.6897421950204938e-11,kilogram,"('water',)",emission,Waste Emissions (W),1.6897421950204938e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bc44051d-e6c4-4aa2-a939-73ae1afd9c64')",Thifensulfuron,4.285131777496198e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.285131777496198e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '17b87359-36f1-4ad3-a019-73e40fc2efc7')",Flufenacet,2.771669588709326e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.771669588709326e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cc1c987a-2b6e-4cbc-969a-73f1c96de448')",Sodium I,6.570607892149976e-05,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),6.570607892149976e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '59e05e46-aeee-4b33-8878-746810c16cbf')",Methyl acrylate,3.27059145377312e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),3.27059145377312e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd94a5a1a-bc06-48fd-b6d9-7477ea65cacd')",Carbon disulfide,3.100217209512594e-12,kilogram,"('air',)",emission,Waste Emissions (W),3.100217209512594e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '68e32537-beae-41c2-be72-74df4d273c11')",Hydrochloric acid,-9.188846629080718e-06,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.188846629080718e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bba88093-bd9b-4b95-b869-74e718b796dc')",Scandium,3.720210021199659e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.720210021199659e-10,,,1.0,,,
