Flow Key,Flow Name,Amount,Unit,Categories,Type,Category,Mass_Equivalent_kg,Energy_Equivalent_MJ,Water_Mass_Equivalent_kg,kg_Factor,MJ_Factor,kg_water_factor,Mass_Water_Equivalent_kg
"('ecoinvent-3.12-biosphere', '9d1efa17-070a-4602-a65f-daf5056b0647')","PAH, polycyclic aromatic hydrocarbons",4.0497235281290034e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.0497235281290034e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0bbb2dfe-6dc8-4a22-9d23-db140afb7faf')",Scandium,2.7791218188897212e-12,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),2.7791218188897212e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '90bbd9a5-0ba0-522b-a94c-db314ea0f9c1')",Diquat dibromide,1.646359077793198e-13,kilogram,"('water',)",emission,Waste Emissions (W),1.646359077793198e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '55b24735-f967-4cdd-8620-db67af975992')",Acenaphthylene,8.707172862897019e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),8.707172862897019e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5f47f918-1c32-5870-b992-db91f843ff34')",Selenium,3.1646748765183387e-06,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),3.1646748765183387e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '35ef9eb3-94a1-461d-bba6-db939f22e0be')",Bromoxynil,-4.315426988161062e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.315426988161062e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', '68a1d66a-2fb6-50dd-8c52-dbb68ed510da')",Tembotrione,3.9858869230765896e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.9858869230765896e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9167dca7-615e-435c-8ba6-dbbf50e50e34')",Formaldehyde,-1.0095923576383485e-06,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.0095923576383485e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'acd0f67c-741c-5754-bec2-dbc615c338a0')",Carbendazim,1.0246664597321682e-13,kilogram,"('water',)",emission,Waste Emissions (W),1.0246664597321682e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5c97dd6c-aaa5-4477-aaf8-dbd0674499c4')",Carbon tetrachloride,-3.956142574437756e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.956142574437756e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2317d0e5-c868-50a5-a511-dbe8aa02fe55')",Lenacil,2.7096387866334854e-15,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.7096387866334854e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7b34b63f-b1a0-4b25-ae5e-dc1368b4512a')",Methoxyfenozide,1.214191306717901e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.214191306717901e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1541559e-1e25-5d7b-9d0b-dc45386e7c1c')",Clothianidin,5.684143674345206e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),5.684143674345206e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '232f0aae-8afd-5769-ad9b-dc4e06b40544')",Mecoprop-P,6.612206591320892e-15,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),6.612206591320892e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9e28eac3-49f9-5a0d-a8d0-dc4e071ad9e6')",Dysprosium,6.646846869095267e-10,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),6.646846869095267e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '206b98e7-9df1-4aa1-896e-dc5aa93e9844')",Dimethenamide,1.1762504677207195e-16,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.1762504677207195e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '44f28e11-061d-44fd-8f25-dc62a9f1fa57')",Manganese II,-1.765141942212001e-06,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.765141942212001e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6cd4ed76-161a-4d90-b275-dc74704ffd1d')",Magnesium,1.3007406795277787e-07,kilogram,"('soil',)",emission,Waste Emissions (W),1.3007406795277787e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b2dc8668-86de-4207-b20e-dc81dea63c98')",Antimony ion,7.28175248329395e-12,kilogram,"('water',)",emission,Waste Emissions (W),7.28175248329395e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'db945649-d0d5-4818-ab81-dc8579469a05')",Hydrogen sulfide,1.3694983886575525e-05,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.3694983886575525e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd13b2665-505d-49e2-8edd-dc966b0342af')",Platinum,3.762318407154517e-08,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),3.762318407154517e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7d2d9695-c9c2-57e9-b833-dcaff0697246')",Lenacil,9.942350934192075e-18,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),9.942350934192075e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f29a1f6e-0c76-4074-ba64-dcb724b2de9c')",Platinum,9.739255085437992e-11,kilogram,"('air',)",emission,Waste Emissions (W),9.739255085437992e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8c173ca1-5f74-4a6e-89e5-dd18e0f18d1a')","Occupation, arable land, unspecified use",2.4453292842472377e-15,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '54b9cbd0-65df-4fd3-8a19-dd3b8eccc619')",Mercury,-4.6000733639108155e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),4.6000733639108155e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a7b0be6a-a0a7-5fb6-8b82-dd6bab209577')",Fenamidone,5.184761924491092e-18,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),5.184761924491092e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ed38a7d2-ffa5-4c28-9aea-dd9df0d1898b')",Chloroacetic acid,5.225623552338967e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),5.225623552338967e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd2d93101-7555-4c77-b4b8-ddac7f6eba50')",Glyphosate,3.7418420466797084e-12,kilogram,"('water',)",emission,Waste Emissions (W),3.7418420466797084e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cfdbc576-e8dc-44ef-bdf2-ddd7009ce57e')",m-Xylene,1.3086961747482408e-08,kilogram,"('air',)",emission,Waste Emissions (W),1.3086961747482408e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '07848a8e-1143-5eab-aa66-dddf41a639e7')",Acetamiprid,4.595309145059818e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.595309145059818e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '77fd3c56-5c3e-4070-93fa-de03fa455d47')",t-Butyl methyl ether,-1.8871458450160006e-13,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.8871458450160006e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b11d2f9f-1fee-49ca-aef6-de238b8f98c9')",Foramsulfuron,6.894819934019576e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),6.894819934019576e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '126f5fb8-694c-5737-9c98-de28c97c0814')",Asulam,-1.176299051515894e-20,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.176299051515894e-20,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9db06277-b6d9-4c48-8cfb-de342e928a50')","Occupation, seabed, infrastructure",1.2363438609655072e-05,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '37d35fd0-7f07-4b9b-92eb-de3c27050172')",Sulfate,0.003879437312312188,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),0.003879437312312188,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7aaf1a4e-f72f-5dc6-b999-de4e99948eb8')",Indium,1.7763368590084443e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),1.7763368590084443e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e145d4fa-5ac7-4435-8f4d-de807fbe1a31')",Fluorene,1.047316171592518e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.047316171592518e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd439867e-7ef9-41aa-91e2-de8a922f9158')",Diethylene glycol,-1.9923207549156826e-17,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.9923207549156826e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3d5051b0-08d6-40ef-8d0c-de90edb39c39')",Chloroform,1.4597940607909756e-09,kilogram,"('water',)",emission,Waste Emissions (W),1.4597940607909756e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '22ec3c70-33f4-5049-a378-debb9742bc0e')",Prohexadione calcium,1.857632701766037e-16,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.857632701766037e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1e2cb293-9e74-5f9f-844f-dec19054e37a')",Desmedipham,3.0524054068358934e-15,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.0524054068358934e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3268d8df-59cc-4740-a89f-dee8355ad7c3')",Sulfur trioxide,1.677727491647424e-06,kilogram,"('air',)",emission,Waste Emissions (W),1.677727491647424e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8a970585-5ce2-4226-b60d-df1c34649a56')",Butadiene,-5.0018160344435086e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.0018160344435086e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '580cbc23-1567-5b00-a6e0-df2e01c7d857')",tert-Butanol,1.7210261574329957e-12,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.7210261574329957e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4cadbc9f-0472-4bb9-a942-df5b90e37878')",Chloroform,4.933903188042808e-08,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.933903188042808e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5df5cb9f-812c-4ce8-ab1c-df6ab4d31900')",Antimony ion,-7.670782847420022e-08,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),7.670782847420022e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1ed87d8c-afc2-47f1-af5a-df78ed6bad83')",Formaldehyde,1.1472794094747433e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.1472794094747433e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0437e787-ef47-4a50-b11f-df7c743e860c')",Magnesium,1.603840984534721e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.603840984534721e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '95a9f739-736a-57fe-b592-dfb52251ef1e')",Dimethyl hexynediol,-7.754775820575602e-20,kilogram,"('water',)",emission,Waste Emissions (W),7.754775820575602e-20,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f4b551d7-ee32-561f-9ade-dfc5fc162f44')",Pinoxaden,7.285599112644849e-16,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),7.285599112644849e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c0dd7ccd-9e7a-42b3-b899-dfd18c2150ca')","Energy, potential (in hydropower reservoir), converted",-0.18670525061825072,megajoule,"('natural resource', 'in water')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'e0d4e9ce-5e0c-5333-98c2-e03670c16918')",Cyproconazole,1.4712325094482083e-17,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.4712325094482083e-17,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'edc69c63-a776-4dbf-acbf-e0368914980a')",Palladium,1.1955362560884358e-07,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),1.1955362560884358e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8216fc31-15a1-4d33-858f-e09650b14c63')",Chromium VI,4.187090154072763e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.187090154072763e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1b6a35b8-f6c8-404d-9c0e-e09b8fdb2d9e')",Dichloromethane,7.035488683300562e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),7.035488683300562e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '18ddd879-5496-4419-8ab7-e0d3864d977d')",Bromotrifluoromethane,2.6464373715142013e-16,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.6464373715142013e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '36270548-9316-424b-9aeb-e0de134b0be1')",Ethylene,9.571986678431453e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),9.571986678431453e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1e085a38-e9b4-56b7-9bf3-e0efa3399013')",Florasulam,2.7442522315442345e-16,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.7442522315442345e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ec242c43-095c-4b42-8907-e0f13573f0a4')","Transformation, to pasture, man made, intensive",7.072339129582707e-08,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '3cca7f02-58b0-4b49-9938-e0f8bea03064')","Hydrocarbons, aromatic",2.0840764851741405e-06,kilogram,"('air',)",emission,Waste Emissions (W),2.0840764851741405e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a2a4f255-ad47-4cf8-b6a9-e10885d61407')",Sodium nitrate,-1.8288856311083394e-05,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),1.8288856311083394e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2cbb504a-ce2f-40e9-9d38-e130e95a1242')",Benzo(a)pyrene,-2.9909866299928183e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.9909866299928183e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9ee7f4ab-b826-47ae-8623-e138f944b42e')",Lead II,1.8473255622394725e-08,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),1.8473255622394725e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b1b1fd04-fad3-4e5d-a8ae-e15ff7fdcca5')",Propylene oxide,1.575245041970818e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.575245041970818e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '896bfa32-a9a9-4e75-aed0-e178987ec038')",Sodium I,3.900372797564382e-07,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.900372797564382e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9607fc7e-f6c3-52d5-8983-e178dbf88c85')",Mandipropamid,9.60453178214877e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.60453178214877e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '295060ba-3c3d-45e4-99ca-e17b1204b553')",Manganese II,4.8782066879459374e-08,kilogram,"('air',)",emission,Waste Emissions (W),4.8782066879459374e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e55802e0-4678-42df-978e-e18aa552c33e')",Hexane,4.936517749260336e-11,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.936517749260336e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9f1cc379-2486-548f-8f7a-e19e74ad56f7')",Fluoxastrobin,9.559007537539738e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),9.559007537539738e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c991a302-884f-4882-a094-e1b8f1d4c6b0')","Occupation, bare area (non-use)",1.1801885217085106e-07,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'b066708e-5bab-45ee-9244-e1be2fa5b5f3')","Hydrocarbons, aliphatic, unsaturated",1.3424043637205942e-07,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),1.3424043637205942e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ec4a104f-eab5-4a06-bd0a-e1c34d888718')",Acenaphthylene,1.9623732165554538e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.9623732165554538e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b9616cc1-18c9-530a-834f-e1d434ef360c')",Rimsulfuron,2.610653069915832e-16,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.610653069915832e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f6596d20-a471-565d-bedb-e1e9b6a6c2f9')",Thiophanate-methyl,6.875737683938996e-13,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),6.875737683938996e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9cbbd44e-bc02-4586-9d58-e223db6f5e24')",Pendimethalin,1.0291646498523708e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.0291646498523708e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0d9f52b2-f2d5-46a3-90a3-e22ef252cc37')",Strontium II,3.5730293056161095e-09,kilogram,"('air',)",emission,Waste Emissions (W),3.5730293056161095e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '59177170-590b-4d94-833a-e23d899f422e')",Esfenvalerate,2.6734885592875378e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.6734885592875378e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '19b55ff9-4964-45d1-95b6-e24d7f4ffbd3')","Hydrocarbons, aliphatic, unsaturated",1.0075081338070248e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.0075081338070248e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4573f0c9-0fdd-413f-ae74-e27290f40743')",Sodium I,2.2933526047291513e-06,kilogram,"('soil',)",emission,Waste Emissions (W),2.2933526047291513e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8ee5fbb2-6554-4247-b05e-e28bec888fae')",Methyl methacrylate,2.0472116758391082e-11,kilogram,"('water',)",emission,Waste Emissions (W),2.0472116758391082e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a2e6fb74-b047-5697-b5dd-e28cc68f29e6')",Rhenium,3.63041391886035e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),3.63041391886035e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '34b96163-a3df-4bc1-8224-e2a9fe01b23f')",Antimony ion,4.1500377270198445e-06,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.1500377270198445e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5e69f88e-d89c-5a08-aff2-e2c5d2e7ea3c')",Ethofumesate,1.4292797129188835e-18,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.4292797129188835e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8c6412f6-e293-499a-897a-e33e3774b665')",Propyl amine,2.1881300813312972e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.1881300813312972e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e9bf9e2d-4bd1-4679-86ff-e34f6b750ea0')","Oils, unspecified",1.670825738005691e-05,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),1.670825738005691e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f276d4ca-b1ad-4575-9442-e35b5e3b618b')",Propylene oxide,6.926950637230324e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),6.926950637230324e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1471acca-34ab-4e04-9bd6-e3825b20580f')",Iodine,-2.7595721958504784e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.7595721958504784e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9e5823ad-9d9b-4b98-b627-e39611b6a8bd')",Magnesium,7.527877155521976e-07,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),7.527877155521976e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5bf42116-d991-4688-bf12-e3a6d9330b68')","Carboxylic acids, unspecified",4.1935366078339826e-05,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),4.1935366078339826e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ba5fc0b6-770b-4da1-9b3f-e3b5087f07cd')",Sulfur oxides,1.983368506369015e-06,kilogram,"('air',)",emission,Waste Emissions (W),1.983368506369015e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f4cf8d5c-f030-4b55-a3af-e3c20b855ee8')",Antimony ion,1.1374914495655319e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.1374914495655319e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '235b2f02-ff98-4da9-82e2-e4246c7b7990')",Sodium I,5.797156682810411e-08,kilogram,"('air',)",emission,Waste Emissions (W),5.797156682810411e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9c8c0e5d-5315-44b9-81e6-e447e5cb869c')",Carbon disulfide,2.5028617285654926e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.5028617285654926e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ae70ca6c-807a-482b-9ddc-e449b4893fe3')",Nitrogen,4.5323359240643085e-05,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.5323359240643085e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5d368100-b1bc-4456-8420-e469edccf349')",Water,0.0009604961596394809,cubic meter,"('air', 'urban air close to ground')",emission,Waste Emissions (W),,,,,,,
"('ecoinvent-3.12-biosphere', '42411268-27a7-4276-9896-e47900fa0606')",Formate,6.878818107805261e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),6.878818107805261e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ffaaffd3-5deb-4508-9e5f-e47f551ac2b8')",Beta-cyfluthrin,8.507833487402718e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),8.507833487402718e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a25e7873-b0fd-46eb-81da-e49d84c2ac25')",Benomyl,-4.914780045746501e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.914780045746501e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e92a1310-603c-4346-85b8-e4e3192cd75c')",Isopropanol,3.357458695202911e-08,kilogram,"('water',)",emission,Waste Emissions (W),3.357458695202911e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5ad58fcc-e9ba-4155-a3c9-e4ffb3065a6f')",Acetaldehyde,1.7911668927187826e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.7911668927187826e-07,,,1.0,,,
